is_canceled,lead_time,country,market_segment,assigned_room_type,deposit_type,total_of_special_requests,reservation_status_date
0,128,USA,Online TA,D,No Deposit,2,2016-07-14
1,59,ESP,Online TA,A,No Deposit,0,2017-04-30
1,174,PRT,Offline TA/TO,A,Non Refund,0,2015-08-31
0,13,PRT,Online TA,D,No Deposit,2,2017-01-15
1,15,PRT,Online TA,A,No Deposit,1,2016-07-20
0,30,ESP,Online TA,A,No Deposit,2,2016-09-03
1,194,FRA,Online TA,A,No Deposit,2,2017-04-21
0,74,BEL,Online TA,A,No Deposit,2,2017-07-22
1,177,BEL,Online TA,G,No Deposit,0,2017-01-11
0,22,PRT,Online TA,A,No Deposit,1,2016-03-21
1,300,PRT,Groups,A,No Deposit,0,2014-10-17
0,0,GBR,Direct,A,No Deposit,0,2016-10-12
0,1,IRL,Direct,A,No Deposit,1,2016-02-17
0,4,PRT,Corporate,A,No Deposit,0,2017-08-02
0,28,ESP,Offline TA/TO,A,No Deposit,0,2017-02-25
0,191,ESP,Online TA,D,No Deposit,0,2017-06-03
0,3,PRT,Direct,C,No Deposit,2,2017-02-12
0,10,FRA,Online TA,A,No Deposit,1,2017-02-06
0,8,CHE,Online TA,A,No Deposit,1,2016-11-16
1,75,BRA,Online TA,A,No Deposit,0,2016-06-30
0,0,FRA,Direct,A,No Deposit,0,2017-05-28
1,10,GBR,Online TA,A,No Deposit,1,2017-07-07
0,13,BEL,Online TA,A,No Deposit,1,2016-07-24
0,30,FRA,Online TA,A,No Deposit,1,2016-09-14
0,132,PRT,Offline TA/TO,D,No Deposit,0,2016-03-22
0,374,PRT,Groups,A,No Deposit,2,2017-06-19
0,118,FRA,Online TA,D,No Deposit,0,2017-05-22
0,374,DEU,Offline TA/TO,A,No Deposit,1,2017-08-27
1,374,PRT,Groups,A,Non Refund,0,2017-06-30
0,50,PRT,Groups,D,No Deposit,0,2015-08-29
0,33,CN,Online TA,A,No Deposit,1,2016-10-12
0,56,CHE,Online TA,A,No Deposit,1,2016-04-20
0,374,FRA,Groups,D,No Deposit,0,2016-05-14
0,1,ITA,Online TA,D,No Deposit,0,2017-03-07
1,270,AUT,Online TA,D,No Deposit,1,2016-12-21
1,34,PRT,Offline TA/TO,A,Non Refund,0,2015-11-17
0,71,DEU,Online TA,A,No Deposit,0,2016-04-28
1,34,PRT,Offline TA/TO,A,Non Refund,0,2015-11-06
1,29,FRA,Online TA,G,No Deposit,0,2017-04-13
0,60,PRT,Offline TA/TO,A,No Deposit,2,2017-06-13
1,279,PRT,Offline TA/TO,A,Non Refund,0,2016-05-05
0,36,USA,Online TA,A,No Deposit,2,2016-10-22
0,16,GBR,Groups,A,No Deposit,0,2015-09-30
0,75,DEU,Direct,D,No Deposit,1,2016-01-03
1,349,PRT,Offline TA/TO,A,No Deposit,0,2016-09-02
0,64,GBR,Online TA,A,No Deposit,1,2017-01-10
0,18,ROU,Online TA,F,No Deposit,1,2017-08-24
1,360,PRT,Groups,A,Non Refund,0,2015-01-01
1,96,GBR,Online TA,E,No Deposit,0,2017-01-07
1,130,PRT,Groups,A,Non Refund,0,2016-12-12
1,92,PRT,Groups,A,Non Refund,0,2016-12-13
0,10,PRT,Corporate,A,No Deposit,0,2016-03-17
0,150,FRA,Online TA,D,No Deposit,1,2017-07-24
0,12,BRA,Online TA,D,No Deposit,2,2017-07-31
1,281,PRT,Groups,A,Non Refund,0,2015-10-21
0,277,GBR,Groups,E,No Deposit,0,2015-10-13
0,104,DEU,Offline TA/TO,D,No Deposit,1,2016-06-13
0,15,AUT,Online TA,D,No Deposit,2,2017-05-22
0,10,PRT,Corporate,D,No Deposit,0,2016-04-20
0,1,GBR,Offline TA/TO,A,No Deposit,0,2016-02-28
0,74,PRT,Offline TA/TO,A,No Deposit,0,2015-09-20
1,10,GBR,Online TA,A,No Deposit,0,2016-06-26
1,21,FRA,Online TA,A,No Deposit,0,2016-05-11
1,69,PRT,Groups,A,No Deposit,0,2015-09-03
0,2,MAR,Direct,D,No Deposit,1,2016-07-18
0,4,GBR,Online TA,A,No Deposit,1,2016-06-28
0,70,POL,Online TA,A,No Deposit,2,2016-11-07
0,54,GBR,Online TA,A,No Deposit,2,2016-09-21
0,151,DEU,Offline TA/TO,A,No Deposit,0,2016-01-22
0,164,PRT,Offline TA/TO,A,No Deposit,0,2015-10-04
1,111,PRT,Offline TA/TO,A,No Deposit,0,2016-10-07
0,172,GBR,Offline TA/TO,A,No Deposit,1,2016-02-09
1,35,CHN,Online TA,A,No Deposit,0,2016-11-21
1,168,PRT,Groups,A,Non Refund,0,2016-12-09
1,200,GBR,Online TA,G,No Deposit,0,2017-02-02
1,38,PRT,Corporate,A,Non Refund,0,2016-12-07
1,269,PRT,Groups,A,No Deposit,0,2015-01-01
1,122,PRT,Offline TA/TO,A,No Deposit,0,2016-04-01
0,1,PRT,Online TA,A,No Deposit,2,2017-01-22
1,92,PRT,Groups,A,Non Refund,0,2016-12-13
1,0,PRT,Online TA,A,No Deposit,0,2016-05-24
0,374,DEU,Offline TA/TO,A,No Deposit,1,2017-08-27
0,156,ITA,Online TA,A,No Deposit,1,2016-08-29
0,89,ITA,Online TA,A,No Deposit,2,2016-12-12
1,51,ESP,Online TA,D,No Deposit,1,2016-06-16
1,64,PRT,Groups,A,Non Refund,0,2015-12-30
0,0,PRT,Direct,D,No Deposit,0,2016-11-25
0,5,ESP,Direct,A,No Deposit,1,2017-01-01
0,3,AUT,Online TA,A,No Deposit,1,2015-10-29
0,190,NLD,Online TA,A,No Deposit,0,2016-11-06
0,49,PRT,Corporate,E,No Deposit,1,2017-08-11
0,108,FRA,Online TA,A,No Deposit,0,2017-05-09
0,6,PRT,Online TA,A,No Deposit,2,2016-08-20
0,193,GBR,Online TA,D,No Deposit,2,2017-08-03
1,106,PRT,Groups,A,Non Refund,0,2016-01-22
0,151,GBR,Groups,D,No Deposit,0,2017-04-09
0,35,FRA,Online TA,E,No Deposit,1,2017-01-29
1,136,GBR,Online TA,D,No Deposit,0,2017-01-17
1,84,GBR,Online TA,A,No Deposit,1,2016-01-11
0,273,GBR,Offline TA/TO,A,No Deposit,0,2017-06-27
0,374,GBR,Groups,A,No Deposit,1,2017-06-03
1,112,PRT,Offline TA/TO,A,Non Refund,0,2017-01-20
0,3,PRT,Corporate,A,No Deposit,1,2016-03-04
1,85,ITA,Online TA,D,No Deposit,0,2016-07-12
1,80,ITA,Online TA,A,No Deposit,1,2017-01-19
0,2,PRT,Direct,B,No Deposit,1,2015-12-19
1,208,PRT,Groups,D,Non Refund,0,2016-03-18
0,2,PRT,Online TA,A,No Deposit,1,2016-07-10
0,10,FRA,Online TA,E,No Deposit,2,2015-10-11
0,6,DEU,Offline TA/TO,A,No Deposit,0,2015-12-12
0,4,PRT,Online TA,A,No Deposit,1,2017-06-18
0,0,PRT,Direct,A,No Deposit,0,2017-06-02
0,4,GBR,Online TA,A,No Deposit,1,2015-09-06
0,85,IRL,Online TA,D,No Deposit,1,2016-05-19
0,104,GBR,Offline TA/TO,E,No Deposit,0,2015-09-20
1,135,PRT,Groups,A,Non Refund,0,2016-12-07
0,364,GBR,Groups,A,No Deposit,0,2016-10-17
0,91,USA,Online TA,E,No Deposit,2,2017-08-18
1,77,PRT,Groups,A,Non Refund,0,2016-01-11
1,179,FRA,Online TA,H,No Deposit,2,2017-04-02
0,201,DEU,Online TA,A,No Deposit,0,2017-08-19
0,35,FRA,Online TA,D,No Deposit,1,2017-02-15
1,96,PRT,Online TA,A,No Deposit,1,2015-11-28
0,9,FRA,Online TA,E,No Deposit,1,2016-05-13
0,239,FRA,Offline TA/TO,G,No Deposit,0,2015-09-21
0,19,PRT,Online TA,A,No Deposit,2,2016-09-16
0,24,ITA,Corporate,A,No Deposit,0,2015-12-08
0,195,GBR,Groups,A,No Deposit,0,2017-03-15
0,48,JPN,Online TA,D,No Deposit,2,2016-09-03
1,215,PRT,Groups,A,Non Refund,0,2016-11-25
0,65,IRL,Online TA,D,No Deposit,1,2016-07-14
0,40,DEU,Offline TA/TO,A,No Deposit,0,2016-02-09
1,145,PRT,Groups,A,No Deposit,0,2015-08-24
0,12,GBR,Online TA,G,No Deposit,2,2015-08-09
0,47,ITA,Groups,A,No Deposit,1,2016-09-12
1,173,PRT,Online TA,D,No Deposit,0,2016-12-26
0,100,GBR,Online TA,D,No Deposit,1,2016-04-28
1,27,PRT,Offline TA/TO,A,No Deposit,0,2016-06-02
0,109,COL,Direct,B,No Deposit,2,2017-08-26
1,271,PRT,Groups,A,Non Refund,0,2015-06-29
0,68,ITA,Online TA,A,No Deposit,1,2016-06-20
0,11,FRA,Online TA,A,No Deposit,0,2017-03-24
0,31,DEU,Online TA,A,No Deposit,2,2017-01-07
1,10,PRT,Online TA,A,No Deposit,1,2017-05-04
0,0,FRA,Online TA,A,No Deposit,1,2017-07-18
0,2,IRL,Direct,A,No Deposit,0,2016-11-02
0,1,PRT,Direct,F,No Deposit,0,2015-12-23
0,0,PRT,Direct,A,No Deposit,1,2015-08-30
1,305,PRT,Online TA,A,No Deposit,2,2017-03-16
1,374,PRT,Groups,A,Non Refund,0,2015-07-23
0,9,ESP,Direct,F,No Deposit,1,2015-12-27
0,292,DEU,Offline TA/TO,A,No Deposit,0,2016-07-23
0,149,CHE,Direct,A,No Deposit,0,2017-07-27
0,72,SWE,Online TA,A,No Deposit,1,2017-06-20
0,50,PRT,Online TA,I,No Deposit,1,2017-07-07
0,98,PRT,Groups,A,No Deposit,0,2015-11-26
0,1,FRA,Corporate,D,No Deposit,0,2015-09-11
1,49,ESP,Online TA,A,No Deposit,2,2016-11-21
0,64,PRT,Groups,A,No Deposit,0,2016-04-30
1,156,PRT,Groups,A,Non Refund,0,2016-11-21
1,302,PRT,Groups,A,No Deposit,0,2016-08-25
0,49,DEU,Offline TA/TO,A,No Deposit,0,2016-03-20
1,333,PRT,Offline TA/TO,A,Non Refund,0,2015-11-11
0,0,PRT,Complementary,A,No Deposit,0,2016-12-04
0,150,BEL,Online TA,E,No Deposit,1,2017-03-04
0,34,GBR,Online TA,A,No Deposit,2,2016-09-05
1,14,PRT,Offline TA/TO,C,No Deposit,0,2016-07-18
0,1,FRA,Online TA,D,No Deposit,1,2016-04-20
0,4,PRT,Offline TA/TO,D,No Deposit,1,2017-02-22
1,47,BEL,Online TA,A,No Deposit,2,2017-07-14
0,214,GBR,Online TA,A,No Deposit,1,2017-05-28
0,32,DEU,Online TA,F,No Deposit,1,2017-06-11
0,66,POL,Offline TA/TO,D,No Deposit,0,2016-11-28
1,281,PRT,Offline TA/TO,A,Non Refund,0,2017-08-04
1,43,DEU,Online TA,E,No Deposit,1,2017-04-27
0,0,PRT,Direct,E,No Deposit,0,2017-05-01
0,282,FIN,Offline TA/TO,A,No Deposit,0,2015-10-13
0,63,BEL,Online TA,A,No Deposit,2,2016-07-24
0,11,DEU,Online TA,D,No Deposit,0,2017-02-02
0,88,ITA,Online TA,D,No Deposit,1,2015-09-21
1,29,BRA,Online TA,A,No Deposit,0,2016-02-20
0,0,PRT,Online TA,C,No Deposit,1,2017-03-31
0,206,PRT,Offline TA/TO,D,No Deposit,1,2017-08-20
1,70,CN,Online TA,A,No Deposit,0,2016-06-28
0,41,ESP,Offline TA/TO,A,No Deposit,0,2015-09-03
0,38,DZA,Online TA,D,No Deposit,0,2016-08-31
0,145,GBR,Online TA,A,No Deposit,2,2016-05-19
0,87,FRA,Direct,A,No Deposit,2,2016-03-19
0,40,PRT,Groups,E,No Deposit,0,2017-01-19
0,74,DEU,Online TA,D,No Deposit,1,2016-09-23
1,1,PRT,Aviation,A,No Deposit,0,2017-06-07
0,157,PRT,Online TA,C,No Deposit,0,2017-07-10
0,35,GBR,Online TA,F,No Deposit,1,2016-09-20
1,99,PRT,Corporate,A,No Deposit,0,2015-12-22
0,231,IRL,Online TA,A,No Deposit,0,2016-09-10
0,132,PRT,Groups,A,No Deposit,0,2015-07-24
0,191,POL,Offline TA/TO,E,No Deposit,1,2016-09-29
1,34,PRT,Offline TA/TO,A,Non Refund,0,2015-11-17
0,153,DEU,Online TA,E,No Deposit,2,2017-01-06
0,6,BRA,Online TA,D,No Deposit,1,2017-02-25
0,146,CN,Groups,D,No Deposit,0,2017-04-01
0,2,PRT,Online TA,H,No Deposit,0,2015-12-28
0,46,DEU,Online TA,A,No Deposit,1,2017-06-26
0,0,PRT,Direct,D,No Deposit,0,2015-10-29
1,178,PRT,Online TA,D,No Deposit,0,2016-07-22
1,23,ESP,Online TA,D,No Deposit,0,2016-12-11
0,136,DEU,Online TA,F,No Deposit,0,2016-07-07
1,112,PRT,Offline TA/TO,A,Non Refund,0,2017-01-20
0,2,FRA,Online TA,F,No Deposit,1,2016-10-08
0,71,FRA,Corporate,D,No Deposit,0,2015-09-11
1,52,PRT,Online TA,A,No Deposit,0,2016-01-16
1,281,PRT,Groups,A,No Deposit,0,2015-07-06
1,287,DEU,Online TA,A,No Deposit,0,2016-02-14
1,259,GBR,Groups,A,Non Refund,0,2015-01-21
0,5,PRT,Offline TA/TO,A,No Deposit,0,2016-10-25
0,120,GBR,Offline TA/TO,D,No Deposit,0,2017-05-22
1,131,FRA,Online TA,A,No Deposit,0,2016-10-07
0,6,GBR,Direct,E,No Deposit,0,2017-04-23
0,17,ESP,Online TA,A,No Deposit,2,2017-02-25
0,91,DEU,Offline TA/TO,A,No Deposit,0,2016-03-07
0,197,FRA,Offline TA/TO,A,No Deposit,0,2016-12-26
0,283,GBR,Groups,A,No Deposit,0,2015-10-19
1,279,PRT,Offline TA/TO,A,Non Refund,0,2016-05-05
1,185,FRA,Online TA,D,No Deposit,0,2017-01-09
1,134,PRT,Offline TA/TO,A,Non Refund,0,2015-10-22
0,2,PRT,Direct,D,No Deposit,2,2017-09-03
1,323,PRT,Groups,A,Non Refund,0,2016-07-21
1,124,ITA,Online TA,A,No Deposit,0,2016-02-20
1,37,PRT,Groups,A,Non Refund,0,2017-02-06
1,374,PRT,Groups,A,Non Refund,0,2017-05-05
0,81,IRL,Offline TA/TO,A,No Deposit,0,2016-03-28
0,1,PRT,Complementary,B,No Deposit,0,2015-08-17
0,111,GBR,Online TA,D,No Deposit,1,2017-08-24
1,308,PRT,Offline TA/TO,A,Non Refund,0,2016-03-15
0,91,CN,Offline TA/TO,A,No Deposit,0,2017-05-19
0,125,IRL,Online TA,A,No Deposit,1,2017-04-13
1,91,ESP,Online TA,A,No Deposit,1,2016-10-11
0,1,BRA,Online TA,C,No Deposit,0,2016-10-31
0,1,PRT,Online TA,A,No Deposit,0,2017-02-10
0,10,PRT,Offline TA/TO,D,No Deposit,0,2016-05-23
0,208,GBR,Offline TA/TO,D,No Deposit,0,2016-10-29
0,119,IRL,Offline TA/TO,A,No Deposit,0,2017-08-15
0,38,AUT,Online TA,D,No Deposit,0,2017-06-18
0,94,DEU,Online TA,D,No Deposit,1,2017-06-02
1,61,PRT,Offline TA/TO,A,No Deposit,1,2015-09-21
0,215,FRA,Online TA,B,No Deposit,1,2016-07-16
1,96,FRA,Online TA,A,No Deposit,1,2016-03-17
0,374,AUS,Offline TA/TO,A,No Deposit,1,2017-08-01
0,4,GBR,Online TA,G,No Deposit,1,2016-08-09
0,310,DEU,Offline TA/TO,A,No Deposit,0,2017-04-27
1,194,GBR,Online TA,A,No Deposit,2,2017-07-09
0,91,PRT,Online TA,A,No Deposit,1,2016-07-14
0,84,PRT,Corporate,A,No Deposit,0,2017-07-01
1,342,PRT,Groups,A,Non Refund,0,2015-08-21
0,19,OTHER,Online TA,A,No Deposit,0,2016-05-08
0,3,PRT,Offline TA/TO,A,No Deposit,0,2016-03-13
0,116,SWE,Online TA,A,No Deposit,1,2016-12-29
1,212,PRT,Groups,A,No Deposit,0,2017-05-11
0,19,PRT,Offline TA/TO,D,No Deposit,0,2017-04-05
1,77,CHE,Online TA,E,No Deposit,0,2017-01-30
1,12,ESP,Online TA,F,No Deposit,0,2016-05-01
0,165,PRT,Groups,A,No Deposit,0,2016-01-03
0,3,ESP,Online TA,C,No Deposit,0,2016-10-12
1,132,PRT,Online TA,E,No Deposit,1,2015-06-08
0,123,AUT,Offline TA/TO,D,No Deposit,0,2017-08-23
0,21,PRT,Direct,C,No Deposit,2,2015-07-15
1,76,IND,Online TA,A,No Deposit,1,2016-10-26
0,68,PRT,Offline TA/TO,D,No Deposit,0,2016-07-06
0,138,ESP,Online TA,A,No Deposit,2,2017-08-14
0,96,GBR,Groups,A,No Deposit,0,2017-03-23
1,95,PRT,Groups,A,No Deposit,0,2016-05-25
0,61,POL,Online TA,A,No Deposit,2,2016-11-04
0,0,PRT,Direct,D,No Deposit,0,2016-01-13
1,153,PRT,Groups,A,Non Refund,0,2015-05-19
1,187,PRT,Online TA,A,No Deposit,0,2017-05-04
1,248,IRL,Online TA,A,No Deposit,0,2016-10-12
0,26,IRL,Direct,A,No Deposit,2,2017-03-06
1,66,CHN,Online TA,D,No Deposit,1,2016-08-25
1,99,PRT,Online TA,A,No Deposit,1,2015-12-25
0,0,DEU,Direct,D,No Deposit,0,2016-08-28
1,97,GBR,Online TA,A,No Deposit,0,2016-03-13
0,15,PRT,Offline TA/TO,A,No Deposit,0,2016-02-21
1,51,PRT,Online TA,F,No Deposit,2,2017-02-08
0,2,FRA,Online TA,F,No Deposit,2,2017-04-01
1,18,PRT,Groups,A,Non Refund,0,2015-09-24
0,4,PRT,Online TA,E,No Deposit,0,2016-12-12
0,122,GBR,Direct,G,No Deposit,2,2017-06-04
0,2,PRT,Direct,A,No Deposit,1,2017-06-29
0,146,BEL,Offline TA/TO,D,No Deposit,0,2017-07-07
0,37,ESP,Offline TA/TO,D,No Deposit,0,2016-01-09
0,7,PRT,Corporate,A,No Deposit,0,2015-12-10
1,237,PRT,Online TA,A,No Deposit,2,2016-02-10
0,51,IRL,Direct,H,No Deposit,2,2017-05-15
0,20,POL,Direct,E,No Deposit,2,2016-11-12
0,55,GBR,Online TA,D,No Deposit,1,2017-05-06
1,335,PRT,Offline TA/TO,A,Non Refund,0,2015-05-14
0,92,ISR,Online TA,A,No Deposit,2,2016-10-07
1,23,PRT,Online TA,A,No Deposit,2,2015-07-29
0,130,GBR,Online TA,D,No Deposit,2,2017-06-11
0,62,FRA,Online TA,A,No Deposit,1,2016-03-12
0,113,ITA,Online TA,G,No Deposit,0,2016-07-15
0,0,PRT,Direct,B,No Deposit,0,2016-11-11
0,184,ITA,Groups,B,No Deposit,1,2016-07-18
1,70,PRT,Online TA,A,No Deposit,2,2015-07-20
0,50,PRT,Online TA,I,No Deposit,0,2016-03-24
1,49,PRT,Online TA,D,No Deposit,1,2016-04-12
0,1,PRT,Online TA,D,No Deposit,0,2016-03-15
0,192,OTHER,Offline TA/TO,A,No Deposit,0,2016-06-26
0,69,PRT,Groups,A,No Deposit,0,2015-09-11
0,112,GBR,Offline TA/TO,D,No Deposit,0,2017-07-16
1,356,PRT,Groups,A,Non Refund,0,2015-01-01
1,0,PRT,Direct,B,No Deposit,0,2015-10-30
1,102,GRC,Online TA,A,No Deposit,0,2016-01-21
1,68,PRT,Corporate,A,No Deposit,2,2015-12-02
0,264,CHE,Direct,G,No Deposit,1,2017-08-12
0,132,PRT,Direct,D,No Deposit,1,2017-05-06
0,18,ESP,Online TA,E,No Deposit,0,2016-02-29
0,59,AUT,Groups,D,No Deposit,0,2016-02-10
0,14,GBR,Offline TA/TO,A,No Deposit,0,2016-10-27
0,207,FRA,Offline TA/TO,A,No Deposit,0,2017-01-02
1,48,PRT,Online TA,A,No Deposit,0,2016-06-19
1,274,ARG,Online TA,A,No Deposit,0,2016-07-20
0,51,JPN,Online TA,D,No Deposit,2,2016-07-17
0,269,GBR,Offline TA/TO,A,No Deposit,0,2017-08-13
0,112,DEU,Online TA,A,No Deposit,1,2016-07-20
0,253,POL,Groups,D,No Deposit,0,2016-06-25
0,4,FRA,Online TA,A,No Deposit,2,2017-03-12
0,13,BRA,Online TA,A,No Deposit,1,2016-01-25
1,200,FIN,Online TA,D,No Deposit,0,2016-06-14
0,0,FIN,Direct,D,No Deposit,0,2016-01-24
0,9,NLD,Online TA,A,No Deposit,0,2015-09-29
0,1,PRT,Offline TA/TO,A,No Deposit,0,2016-04-17
0,44,ITA,Online TA,D,No Deposit,2,2016-05-03
0,22,PRT,Online TA,D,No Deposit,0,2016-01-30
1,124,ITA,Offline TA/TO,A,No Deposit,0,2015-08-01
0,87,ITA,Online TA,A,No Deposit,2,2016-06-05
0,69,ITA,Offline TA/TO,A,No Deposit,0,2015-09-24
1,233,PRT,Offline TA/TO,A,Non Refund,0,2015-07-08
1,178,PRT,Offline TA/TO,A,Non Refund,0,2015-12-18
0,134,PRT,Groups,A,No Deposit,0,2017-02-26
1,135,PRT,Groups,A,Non Refund,0,2017-02-15
0,328,FRA,Groups,A,No Deposit,1,2016-10-02
0,133,NLD,Offline TA/TO,A,No Deposit,0,2016-09-06
0,374,GBR,Groups,A,No Deposit,0,2016-10-03
1,95,PRT,Groups,A,No Deposit,0,2016-10-21
1,312,PRT,Groups,A,No Deposit,0,2015-07-06
0,0,PRT,Corporate,A,No Deposit,1,2016-05-20
1,131,PRT,Offline TA/TO,A,No Deposit,0,2017-02-07
0,152,NOR,Direct,F,No Deposit,0,2017-07-14
0,14,ESP,Direct,A,No Deposit,0,2017-01-07
1,56,PRT,Groups,A,Non Refund,0,2016-12-07
0,2,PRT,Corporate,D,No Deposit,0,2017-01-27
1,70,GBR,Online TA,A,No Deposit,2,2017-01-25
0,56,PRT,Offline TA/TO,E,No Deposit,0,2015-09-29
1,4,PRT,Direct,A,No Deposit,0,2016-01-13
1,46,ARE,Online TA,A,No Deposit,1,2016-11-05
0,200,BEL,Direct,D,No Deposit,0,2016-06-07
0,29,GBR,Online TA,A,No Deposit,2,2017-06-28
1,101,ITA,Online TA,A,No Deposit,2,2016-10-01
0,0,ESP,Online TA,D,No Deposit,2,2015-10-15
0,29,GBR,Online TA,E,No Deposit,2,2016-02-15
0,113,USA,Online TA,G,No Deposit,1,2016-04-28
0,133,USA,Offline TA/TO,A,No Deposit,1,2016-03-14
0,36,PRT,Online TA,A,No Deposit,1,2015-11-15
0,151,PRT,Groups,A,No Deposit,0,2017-03-22
1,89,CHE,Online TA,D,No Deposit,1,2016-04-26
1,186,PRT,Groups,A,Non Refund,0,2016-11-25
0,7,PRT,Direct,A,No Deposit,0,2015-08-18
1,56,PRT,Offline TA/TO,A,Non Refund,0,2017-01-24
0,127,IRL,Online TA,D,No Deposit,2,2016-06-02
1,283,PRT,Groups,A,Non Refund,0,2015-01-01
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,19,FRA,Offline TA/TO,A,No Deposit,0,2016-11-17
1,156,PRT,Groups,A,Non Refund,0,2016-11-21
0,95,MAR,Online TA,A,No Deposit,2,2016-10-12
0,22,PRT,Direct,D,No Deposit,1,2017-07-27
0,203,PRT,Online TA,C,No Deposit,1,2017-08-26
0,0,FRA,Direct,E,No Deposit,1,2016-09-01
0,55,PRT,Offline TA/TO,A,No Deposit,0,2016-04-07
0,1,PRT,Online TA,A,No Deposit,2,2016-08-17
1,99,PRT,Corporate,A,No Deposit,0,2015-12-22
0,46,FRA,Online TA,A,No Deposit,1,2016-09-20
0,10,FRA,Direct,E,No Deposit,0,2017-02-28
1,44,PRT,Groups,A,Non Refund,0,2015-08-17
1,170,NLD,Online TA,A,No Deposit,0,2017-06-07
0,161,GBR,Online TA,A,No Deposit,1,2016-07-20
0,9,PRT,Groups,D,Refundable,0,2016-05-16
0,374,AUS,Groups,A,No Deposit,1,2017-06-17
1,34,PRT,Offline TA/TO,A,Non Refund,0,2015-11-17
0,102,DEU,Offline TA/TO,A,No Deposit,0,2015-10-18
1,22,PRT,Online TA,A,No Deposit,2,2015-08-10
0,45,BRA,Groups,A,No Deposit,0,2016-11-28
0,7,GBR,Groups,A,No Deposit,0,2017-03-06
0,24,ESP,Online TA,D,No Deposit,0,2016-04-23
0,115,IRL,Online TA,D,No Deposit,0,2015-10-01
0,18,PRT,Online TA,A,No Deposit,2,2015-12-19
0,5,PRT,Online TA,E,No Deposit,2,2017-01-26
1,11,PRT,Offline TA/TO,B,No Deposit,0,2016-03-12
0,191,ESP,Online TA,A,No Deposit,2,2016-08-12
1,9,FRA,Online TA,A,No Deposit,1,2016-06-12
0,34,ESP,Online TA,D,No Deposit,2,2016-09-01
1,122,CHE,Online TA,A,No Deposit,0,2017-01-28
1,169,PRT,Online TA,A,No Deposit,0,2016-07-22
1,168,PRT,Groups,A,Non Refund,0,2016-01-19
0,27,PRT,Online TA,E,No Deposit,2,2016-10-29
1,104,MAR,Direct,A,No Deposit,1,2017-08-07
0,90,ITA,Online TA,A,No Deposit,1,2017-06-21
0,72,LUX,Groups,D,No Deposit,0,2015-09-13
1,255,ESP,Direct,A,No Deposit,0,2017-06-08
0,165,PRT,Groups,A,No Deposit,0,2016-01-03
1,105,PRT,Offline TA/TO,A,Non Refund,0,2016-01-18
1,32,PRT,Groups,A,Non Refund,0,2017-01-19
0,87,ESP,Online TA,A,No Deposit,1,2017-02-28
0,0,PRT,Online TA,A,No Deposit,0,2016-12-24
0,0,PRT,Direct,A,No Deposit,2,2016-10-14
0,11,ESP,Online TA,D,No Deposit,1,2017-02-01
0,167,GBR,Offline TA/TO,A,No Deposit,0,2016-07-14
0,22,PRT,Direct,D,No Deposit,2,2016-08-27
0,374,GBR,Groups,A,No Deposit,2,2017-07-04
1,27,PRT,Online TA,A,No Deposit,2,2015-08-10
0,346,PRT,Offline TA/TO,A,No Deposit,1,2016-09-15
0,6,CHE,Offline TA/TO,A,No Deposit,1,2015-12-29
0,50,ESP,Online TA,B,No Deposit,1,2016-08-22
0,122,PRT,Groups,C,No Deposit,1,2017-01-17
0,1,PRT,Corporate,F,No Deposit,0,2016-09-17
0,19,PRT,Direct,B,No Deposit,1,2015-12-26
0,0,OTHER,Direct,E,No Deposit,2,2016-07-15
1,5,PRT,Online TA,A,No Deposit,0,2015-08-14
0,316,PRT,Groups,A,No Deposit,0,2016-05-29
0,58,GBR,Online TA,A,No Deposit,2,2017-08-28
0,185,GBR,Offline TA/TO,A,No Deposit,1,2017-08-06
0,150,DEU,Online TA,A,No Deposit,1,2017-06-18
1,155,ESP,Online TA,A,No Deposit,0,2016-02-28
0,40,PRT,Groups,A,No Deposit,0,2017-01-19
0,122,PRT,Online TA,A,No Deposit,0,2016-12-11
0,211,DEU,Groups,A,No Deposit,1,2016-05-16
0,66,CHE,Online TA,E,No Deposit,1,2016-10-26
0,47,SWE,Online TA,F,No Deposit,0,2017-07-30
0,55,NOR,Online TA,A,No Deposit,1,2016-08-01
0,46,FRA,Offline TA/TO,D,No Deposit,0,2016-11-13
0,374,DEU,Offline TA/TO,A,No Deposit,0,2017-07-06
0,48,BRA,Online TA,E,No Deposit,2,2015-12-28
0,0,PRT,Online TA,A,No Deposit,0,2017-03-03
1,72,FRA,Online TA,A,No Deposit,1,2017-02-27
0,69,FRA,Online TA,A,No Deposit,1,2015-08-28
0,20,ESP,Offline TA/TO,A,No Deposit,1,2016-03-24
1,29,PRT,Groups,A,No Deposit,0,2017-05-22
1,305,PRT,Offline TA/TO,A,Non Refund,0,2016-02-01
1,72,PRT,Groups,A,No Deposit,0,2015-08-25
0,107,AUT,Online TA,D,No Deposit,1,2016-04-19
1,114,PRT,Offline TA/TO,A,No Deposit,1,2015-06-11
0,0,FRA,Direct,D,No Deposit,0,2016-12-16
0,89,RUS,Offline TA/TO,A,No Deposit,1,2015-09-01
0,320,IRL,Online TA,A,No Deposit,1,2017-06-10
0,0,PRT,Online TA,D,No Deposit,0,2017-01-29
0,374,DEU,Offline TA/TO,A,No Deposit,1,2016-10-25
0,4,RUS,Online TA,A,No Deposit,2,2016-11-21
