hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,13,2017,January,2,14,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,55.0,0,2,Check-Out,1/15/2017
Resort Hotel,1,15,2016,August,32,3,1.0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,195.75,0,1,Canceled,7/20/2016
City Hotel,0,30,2016,August,36,31,0.0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.5,0,2,Check-Out,9/3/2016
City Hotel,1,194,2017,April,16,21,2.0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.0,0,2,Canceled,4/21/2017
City Hotel,0,74,2017,July,29,20,0.0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,120.0,0,2,Check-Out,7/22/2017
Resort Hotel,1,177,2017,July,27,2,2.0,5,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,182.86,0,0,Canceled,1/11/2017
City Hotel,0,22,2016,March,13,20,1.0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,91.0,0,1,Check-Out,3/21/2016
City Hotel,1,300,2015,August,33,13,0.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,94.5,0,0,Canceled,10/17/2014
Resort Hotel,0,0,2016,October,42,11,0.0,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,60.0,0,0,Check-Out,10/12/2016
Resort Hotel,0,1,2016,February,7,12,2.0,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,52.4,0,1,Check-Out,2/17/2016
Resort Hotel,0,4,2017,August,31,1,0.0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,142.0,0,0,Check-Out,8/2/2017
Resort Hotel,0,28,2017,February,7,18,2.0,5,2,0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,87.0,0,0,Check-Out,2/25/2017
Resort Hotel,0,191,2017,May,22,30,0.0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0,Transient,111.75,0,0,Check-Out,6/3/2017
Resort Hotel,0,3,2017,February,6,10,0.0,2,2,0,0,Undefined,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,0,Transient-Party,163.0,0,2,Check-Out,2/12/2017
City Hotel,0,10,2017,February,6,5,1.0,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,88.0,0,1,Check-Out,2/6/2017
City Hotel,0,8,2016,November,47,14,1.0,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.5,0,1,Check-Out,11/16/2016
Resort Hotel,1,75,2016,September,38,11,2.0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,117.73,0,0,Canceled,6/30/2016
Resort Hotel,0,0,2017,May,21,25,0.0,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,122.0,0,0,Check-Out,5/28/2017
City Hotel,1,10,2017,July,28,15,0.0,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,98.0,0,1,Canceled,7/7/2017
Resort Hotel,0,13,2016,July,30,17,2.0,5,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,195.75,0,1,Check-Out,7/24/2016
Resort Hotel,0,30,2016,September,38,12,1.0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,153.0,0,1,Check-Out,9/14/2016
Resort Hotel,0,132,2016,March,12,15,2.0,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,0,Transient,94.5,0,0,Check-Out,3/22/2016
City Hotel,0,374,2017,June,24,17,1.0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0,Transient-Party,124.0,0,2,Check-Out,6/19/2017
City Hotel,0,118,2017,May,20,20,1.0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,135.0,0,0,Check-Out,5/22/2017
City Hotel,0,374,2017,August,34,25,0.0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,114.4,0,1,Check-Out,8/27/2017
City Hotel,1,374,2017,August,31,1,0.0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,0,Transient,90.0,0,0,Canceled,6/30/2017
City Hotel,0,50,2015,August,35,25,0.0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,0,Transient-Party,60.0,0,0,Check-Out,8/29/2015
Resort Hotel,0,33,2016,October,42,10,1.0,1,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,58.0,0,1,Check-Out,10/12/2016
City Hotel,0,56,2016,April,17,18,1.0,1,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,85.5,0,1,Check-Out,4/20/2016
Resort Hotel,0,374,2016,May,20,12,0.0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,249.0,0,Transient,69.0,0,0,Check-Out,5/14/2016
City Hotel,0,1,2017,March,9,3,2.0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,134.3,0,0,Check-Out,3/7/2017
City Hotel,1,270,2017,June,22,3,2.0,1,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,157.5,0,1,Canceled,12/21/2016
City Hotel,1,34,2015,December,50,8,0.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,0,Transient,90.0,0,0,Canceled,11/17/2015
City Hotel,0,71,2016,April,17,23,2.0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,84.15,0,0,Check-Out,4/28/2016
City Hotel,1,34,2015,December,50,8,0.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,0,Transient,90.0,0,0,Canceled,11/6/2015
Resort Hotel,1,29,2017,May,19,9,1.0,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,169.0,0,0,Canceled,4/13/2017
City Hotel,0,60,2017,June,24,11,2.0,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,0,Transient,89.1,0,2,Check-Out,6/13/2017
City Hotel,1,279,2016,October,42,12,0.0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,98.0,0,Transient,110.0,0,0,Canceled,5/5/2016
City Hotel,0,36,2016,October,43,20,0.0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,119.5,0,2,Check-Out,10/22/2016
City Hotel,0,16,2015,September,39,25,2.0,3,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,170.0,0,0,Check-Out,9/30/2015
City Hotel,1,349,2016,October,41,4,1.0,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,58.0,0,Transient-Party,80.0,0,0,Canceled,9/2/2016
City Hotel,0,64,2017,January,1,3,2.0,5,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,74.8,0,1,Check-Out,1/10/2017
Resort Hotel,0,18,2017,August,33,19,2.0,3,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,195.75,0,1,Check-Out,8/24/2017
City Hotel,1,360,2015,October,42,12,1.0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Contract,94.5,0,0,Canceled,1/1/2015
City Hotel,1,96,2017,April,15,13,0.0,3,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,195.75,0,0,Canceled,1/7/2017
City Hotel,1,130,2017,April,16,21,0.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,286.0,0,Transient,95.0,0,0,Canceled,12/12/2016
City Hotel,1,92,2017,March,11,15,0.0,3,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,14.0,0,Transient,85.0,0,0,Canceled,12/13/2016
Resort Hotel,0,10,2016,March,12,14,1.0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,139.0,0,Transient,37.0,0,0,Check-Out,3/17/2016
Resort Hotel,0,150,2017,July,28,14,3.0,6,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,195.75,0,1,Check-Out,7/24/2017
Resort Hotel,0,12,2017,July,30,27,1.0,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,195.75,0,2,Check-Out,7/31/2017
City Hotel,1,281,2016,April,16,14,0.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,94.5,0,0,Canceled,10/21/2015
Resort Hotel,0,277,2015,October,41,6,2.0,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,E,0,No Deposit,273.0,0,Transient-Party,68.74,0,0,Check-Out,10/13/2015
Resort Hotel,0,104,2016,June,25,12,1.0,0,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,0,Transient-Party,78.0,0,1,Check-Out,6/13/2016
City Hotel,0,15,2017,May,20,19,1.0,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,180.0,0,2,Check-Out,5/22/2017
Resort Hotel,0,10,2016,April,17,18,1.0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,14.0,0,Transient,94.5,0,0,Check-Out,4/20/2016
Resort Hotel,0,1,2016,February,9,26,0.0,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,30.0,0,0,Check-Out,2/28/2016
City Hotel,0,74,2015,September,38,18,0.0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,87.0,0,0,Check-Out,9/20/2015
City Hotel,1,10,2016,June,27,29,0.0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,129.0,0,0,Canceled,6/26/2016
City Hotel,1,21,2016,May,22,24,0.0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,141.0,0,0,Canceled,5/11/2016
City Hotel,1,69,2015,September,37,9,0.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,9/3/2015
Resort Hotel,0,2,2016,July,29,15,1.0,2,2,0,0,BB,MAR,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,176.0,0,1,Check-Out,7/18/2016
City Hotel,0,4,2016,June,27,26,2.0,0,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,113.0,0,1,Check-Out,6/28/2016
Resort Hotel,0,70,2016,October,45,31,2.0,5,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,37.8,0,2,Check-Out,11/7/2016
Resort Hotel,0,54,2016,September,39,18,2.0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,61.6,0,2,Check-Out,9/21/2016
City Hotel,0,151,2016,January,4,19,0.0,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19.0,0,Transient-Party,94.5,0,0,Check-Out,1/22/2016
City Hotel,0,164,2015,October,40,2,0.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19.0,0,Transient-Party,100.0,0,0,Check-Out,10/4/2015
City Hotel,1,111,2016,October,42,10,1.0,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234.0,0,Transient-Party,120.0,0,0,Canceled,10/7/2016
Resort Hotel,0,172,2016,January,3,12,5.0,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Contract,25.92,0,1,Check-Out,2/9/2016
City Hotel,1,35,2016,December,50,7,2.0,6,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.2,0,0,Canceled,11/21/2016
City Hotel,1,168,2017,May,21,26,1.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,14.0,0,Transient,140.0,0,0,Canceled,12/9/2016
Resort Hotel,1,200,2017,August,33,18,2.0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,195.75,0,0,Canceled,2/2/2017
City Hotel,1,38,2017,January,2,14,0.0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,14.0,0,Transient,75.0,0,0,Canceled,12/7/2016
City Hotel,1,269,2015,July,29,13,1.0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Contract,62.0,0,0,Canceled,1/1/2015
City Hotel,1,122,2016,April,16,15,0.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,151.0,0,Transient-Party,85.0,0,0,Canceled,4/1/2016
City Hotel,0,1,2017,January,3,20,0.0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,128.0,0,2,Check-Out,1/22/2017
City Hotel,1,92,2017,March,11,15,0.0,3,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,14.0,0,Transient,85.0,0,0,Canceled,12/13/2016
City Hotel,1,0,2016,May,22,24,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,135.0,0,0,No-Show,5/24/2016
City Hotel,0,374,2017,August,34,25,0.0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,122.4,0,1,Check-Out,8/27/2017
City Hotel,0,156,2016,August,35,24,1.0,4,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,87.3,0,1,Check-Out,8/29/2016
City Hotel,0,89,2016,December,50,10,1.0,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.5,0,2,Check-Out,12/12/2016
Resort Hotel,1,51,2016,July,30,23,2.0,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,94.5,0,1,Canceled,6/16/2016
Resort Hotel,1,64,2016,February,7,11,1.0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,0,Transient,29.0,0,0,Canceled,12/30/2015
Resort Hotel,0,0,2016,November,48,24,0.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,55.0,0,0,Check-Out,11/25/2016
Resort Hotel,0,3,2015,October,44,27,0.0,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,94.5,0,1,Check-Out,10/29/2015
City Hotel,0,190,2016,November,45,3,0.0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,90.9,0,0,Check-Out,11/6/2016
Resort Hotel,0,49,2017,August,32,8,0.0,3,2,0,0,BB,PRT,Corporate,Direct,0,0,0,A,E,0,No Deposit,14.0,0,Transient,147.33,0,1,Check-Out,8/11/2017
City Hotel,0,108,2017,May,18,4,2.0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,108.0,0,0,Check-Out,5/9/2017
Resort Hotel,0,6,2016,August,34,18,0.0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,175.0,0,2,Check-Out,8/20/2016
City Hotel,0,193,2017,July,30,29,2.0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient-Party,139.5,0,2,Check-Out,8/3/2017
Resort Hotel,1,106,2016,March,13,24,1.0,3,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,68.0,0,Transient,84.0,0,0,Canceled,1/22/2016
Resort Hotel,0,151,2017,April,14,4,0.0,5,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,0,No Deposit,14.0,0,Transient-Party,49.0,0,0,Check-Out,4/9/2017
City Hotel,0,35,2017,January,4,27,0.0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,127.5,0,1,Check-Out,1/29/2017
City Hotel,1,136,2017,June,22,1,0.0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,147.0,0,0,Canceled,1/17/2017
City Hotel,1,84,2016,March,14,27,2.0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,90.3,0,1,Canceled,1/11/2016
Resort Hotel,0,273,2017,June,25,20,2.0,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,0,Transient,56.7,0,0,Check-Out,6/27/2017
City Hotel,0,374,2017,May,22,31,0.0,3,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0,Transient-Party,94.5,0,1,Check-Out,6/3/2017
City Hotel,1,112,2017,April,14,4,0.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,14.0,0,Transient,95.0,0,0,Canceled,1/20/2017
City Hotel,0,3,2016,March,10,3,0.0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,94.5,0,1,Check-Out,3/4/2016
City Hotel,1,85,2016,August,34,19,1.0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,162.3,0,0,Canceled,7/12/2016
City Hotel,1,80,2017,February,9,27,1.0,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,74.8,0,1,Canceled,1/19/2017
City Hotel,0,2,2015,December,51,18,0.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,0,Transient,74.25,0,1,Check-Out,12/19/2015
Resort Hotel,1,208,2016,April,17,19,2.0,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,Non Refund,273.0,0,Transient,50.85,0,0,Canceled,3/18/2016
City Hotel,0,2,2016,July,28,9,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,116.27,0,1,Check-Out,7/10/2016
Resort Hotel,0,10,2015,October,41,8,0.0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,0,Transient,73.66,0,2,Check-Out,10/11/2015
City Hotel,0,6,2015,December,50,10,0.0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,0.0,0,0,Check-Out,12/12/2015
Resort Hotel,0,4,2017,June,24,16,0.0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,140.0,0,1,Check-Out,6/18/2017
City Hotel,0,0,2017,June,22,1,0.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,140.0,0,0,Check-Out,6/2/2017
City Hotel,0,4,2015,September,36,4,0.0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,124.0,0,1,Check-Out,9/6/2015
City Hotel,0,85,2016,May,21,15,2.0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient-Party,132.6,0,1,Check-Out,5/19/2016
Resort Hotel,0,104,2015,September,38,13,2.0,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0,Transient,93.21,0,0,Check-Out,9/20/2015
City Hotel,1,135,2017,April,16,21,1.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,0,Transient,90.0,0,0,Canceled,12/7/2016
Resort Hotel,0,364,2016,October,42,12,1.0,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,72.0,0,0,Check-Out,10/17/2016
City Hotel,0,91,2017,August,33,17,0.0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,195.75,0,2,Check-Out,8/18/2017
City Hotel,1,77,2016,February,9,24,0.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,64.0,0,0,Canceled,1/11/2016
Resort Hotel,1,179,2017,April,16,16,2.0,4,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,183.0,0,2,Canceled,4/2/2017
City Hotel,0,201,2017,August,33,16,0.0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,112.5,0,0,Check-Out,8/19/2017
City Hotel,0,35,2017,February,6,11,2.0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,125.8,0,1,Check-Out,2/15/2017
City Hotel,1,96,2015,November,48,28,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,72.25,0,1,Canceled,11/28/2015
City Hotel,0,9,2016,May,20,9,1.0,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,0,Transient,179.0,0,1,Check-Out,5/13/2016
Resort Hotel,0,239,2015,September,38,19,1.0,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,G,0,No Deposit,248.0,0,Transient-Party,80.0,0,0,Check-Out,9/21/2015
City Hotel,0,19,2016,September,38,15,0.0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,139.0,0,2,Check-Out,9/16/2016
City Hotel,0,24,2015,December,49,5,2.0,1,2,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,50.0,0,0,Check-Out,12/8/2015
Resort Hotel,0,195,2017,March,10,5,4.0,6,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,273.0,0,Transient-Party,41.94,0,0,Check-Out,3/15/2017
City Hotel,0,48,2016,September,36,2,0.0,1,2,0,0,BB,JPN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,142.2,0,2,Check-Out,9/3/2016
City Hotel,1,215,2017,June,26,28,0.0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,14.0,0,Transient,110.0,0,0,Canceled,11/25/2016
City Hotel,0,65,2016,July,29,10,2.0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,125.1,0,1,Check-Out,7/14/2016
City Hotel,0,40,2016,February,6,6,2.0,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0,Transient,40.67,0,0,Check-Out,2/9/2016
City Hotel,1,145,2015,August,36,31,1.0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,90.0,0,0,Canceled,8/24/2015
Resort Hotel,0,12,2015,August,32,2,2.0,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,241.0,0,Transient,172.63,0,2,Check-Out,8/9/2015
City Hotel,0,47,2016,September,37,10,1.0,1,2,0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,96.0,0,1,Check-Out,9/12/2016
City Hotel,1,173,2017,June,24,17,1.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,0,Transient,116.0,0,0,Canceled,12/26/2016
Resort Hotel,0,100,2016,April,18,24,2.0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,73.0,0,1,Check-Out,4/28/2016
City Hotel,1,27,2016,June,24,9,0.0,1,2,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,0,Transient-Party,120.0,0,0,Canceled,6/2/2016
City Hotel,0,109,2017,August,34,20,2.0,4,2,0,0,BB,COL,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,0,Transient-Party,146.25,0,2,Check-Out,8/26/2017
City Hotel,1,271,2015,July,29,15,0.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient-Party,62.0,0,0,Canceled,6/29/2015
City Hotel,0,68,2016,June,26,19,1.0,0,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,116.1,0,1,Check-Out,6/20/2016
City Hotel,0,11,2017,March,12,21,0.0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.5,0,0,Check-Out,3/24/2017
City Hotel,0,31,2017,January,1,1,2.0,4,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,88.33,0,2,Check-Out,1/7/2017
City Hotel,1,10,2017,May,20,14,2.0,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,88.0,0,1,Canceled,5/4/2017
